totalScreenTime,socialMediaTime,gamingTime,entertainmentTime,educationTime,productivityTime,numberOfSessions,averageSessionDuration,lateNightUsage,earlyMorningUsage,sevenDayAverage,usageChangePercentage,socialMediaPercentage,gamingPercentage,productivePercentage,riskScore,riskLevel
384.2,173.5,87.5,39.5,45.0,28.5,75,5.1,41,29,337.0,7.0,45.2,22.8,19.1,70,HIGH
83.1,2.7,16.1,33.2,23.5,8.6,15,5.5,0,9,82.6,-8.5,3.2,19.4,38.7,10,LOW
491.5,246.3,143.3,143.3,27.3,8.8,98,5.0,118,39,528.5,27.2,50.1,29.2,7.3,95,CRITICAL
119.1,39.8,15.9,22.4,15.7,16.2,24,5.0,0,11,115.8,0.0,33.4,13.3,26.8,15,LOW
207.2,68.6,11.4,45.8,32.5,26.9,39,5.3,35,9,178.6,9.1,33.1,5.5,28.7,53,MODERATE
378.5,119.3,42.9,103.6,24.6,25.6,54,7.0,30,11,356.1,33.1,31.5,11.3,13.3,73,HIGH
210.7,24.1,11.3,57.2,35.7,51.3,58,3.6,19,15,214.5,-0.7,11.4,5.4,41.3,49,MODERATE
162.5,41.5,37.8,42.7,38.9,6.6,38,4.3,36,2,172.0,31.6,25.5,23.3,28.0,39,MODERATE
204.5,43.1,47.9,33.7,7.5,16.9,32,6.4,34,13,222.5,29.9,21.1,23.4,12.0,39,MODERATE
181.1,52.3,0.0,72.4,53.9,9.8,39,4.6,23,4,159.2,-26.6,28.9,0.0,35.2,38,MODERATE
95.5,22.1,16.9,31.8,13.9,5.0,22,4.3,2,5,102.1,0.6,23.2,17.7,19.8,5,LOW
73.7,22.4,22.1,29.5,63.5,21.3,16,4.6,8,6,75.0,-13.5,30.5,30.0,115.1,9,LOW
236.2,79.7,0.0,63.6,28.1,18.3,24,9.8,21,12,242.3,-18.5,33.7,0.0,19.7,38,MODERATE
191.3,59.5,53.4,63.2,15.0,9.1,37,5.2,21,6,211.6,23.7,31.1,27.9,12.6,54,MODERATE
233.0,75.8,47.9,72.0,43.3,22.6,28,8.3,42,10,236.1,-3.5,32.5,20.6,28.3,39,MODERATE
389.6,119.2,18.1,34.3,31.9,8.3,73,5.3,59,28,351.7,12.9,30.6,4.6,10.3,62,HIGH
430.0,292.1,151.4,46.6,17.4,14.4,109,3.9,75,41,448.1,53.2,67.9,35.2,7.4,83,CRITICAL
99.9,31.4,9.2,19.1,24.1,29.9,11,9.1,1,4,91.2,22.9,31.5,9.2,54.1,17,LOW
193.2,96.6,22.6,53.8,25.4,20.4,34,5.7,30,18,198.2,3.8,50.0,11.7,23.7,37,MODERATE
218.8,102.8,51.4,45.5,8.9,17.5,50,4.4,7,29,231.1,5.3,47.0,23.5,12.1,32,MODERATE
115.8,33.7,16.4,34.7,24.8,41.3,16,7.2,6,2,119.0,-13.0,29.1,14.1,57.1,6,LOW
225.2,87.0,9.4,25.5,33.4,14.1,65,3.5,28,11,195.7,-4.3,38.6,4.2,21.1,54,MODERATE
268.9,71.7,28.5,14.5,26.7,28.5,37,7.3,2,5,303.4,31.2,26.7,10.6,20.5,34,MODERATE
149.9,25.9,19.7,32.7,28.0,39.6,24,6.2,2,4,146.7,-10.7,17.3,13.2,45.1,26,LOW
406.5,126.2,43.9,57.0,26.3,10.4,65,6.3,32,24,413.1,-15.4,31.0,10.8,9.0,67,HIGH
379.2,141.8,84.2,90.2,35.2,5.9,81,4.7,65,16,325.2,-7.3,37.4,22.2,10.9,74,HIGH
139.6,19.4,16.9,36.9,32.3,15.4,23,6.1,11,9,139.2,4.0,13.9,12.1,34.2,18,LOW
371.9,106.1,41.8,43.5,17.9,14.5,67,5.6,46,30,304.1,36.3,28.5,11.2,8.7,68,HIGH
84.8,12.3,0.0,7.7,26.7,37.1,28,3.0,8,6,78.5,-6.2,14.5,0.0,75.3,12,LOW
110.9,19.3,9.7,27.7,35.7,15.3,7,15.8,5,3,112.4,-14.4,17.4,8.7,46.0,24,LOW
225.9,57.0,72.5,10.0,41.8,35.7,48,4.7,24,16,237.0,20.6,25.2,32.1,34.3,34,MODERATE
87.0,18.4,6.6,0.0,26.8,25.4,9,9.7,0,4,90.8,-6.7,21.2,7.6,60.1,18,LOW
331.6,114.9,73.7,84.0,22.4,17.9,69,4.8,99,26,289.5,38.3,34.7,22.2,12.1,71,HIGH
94.3,37.7,28.3,14.5,16.0,25.6,12,7.9,6,6,97.3,-1.2,40.0,30.0,44.1,11,LOW
581.9,247.3,101.2,132.5,5.2,23.7,86,6.8,171,21,510.8,67.9,42.5,17.4,5.0,82,CRITICAL
83.1,24.5,24.9,0.0,25.3,27.5,21,4.0,0,11,80.0,7.1,29.5,30.0,63.6,26,LOW
65.6,26.2,19.7,25.8,22.0,13.7,28,2.3,2,0,61.0,14.9,40.0,30.0,54.3,14,LOW
124.7,47.2,23.4,34.0,16.3,6.1,26,4.8,16,7,127.9,3.9,37.8,18.8,18.0,20,LOW
369.2,156.8,75.1,43.8,33.4,17.8,68,5.4,83,10,311.9,23.0,42.5,20.3,13.9,75,HIGH
198.0,63.9,18.8,38.3,24.5,15.5,43,4.6,18,16,225.6,-24.2,32.3,9.5,20.2,56,MODERATE
189.2,74.8,52.3,51.0,56.1,20.1,38,5.0,24,15,193.6,9.1,39.5,27.6,40.3,37,MODERATE
488.4,264.3,50.0,120.5,8.3,8.2,65,7.5,106,32,485.1,41.5,54.1,10.2,3.4,92,CRITICAL
73.0,26.1,21.9,29.2,25.5,15.7,27,2.7,1,8,69.5,-24.9,35.7,30.0,56.4,26,LOW
247.0,73.7,24.9,10.0,26.4,40.4,37,6.7,22,15,263.0,-13.3,29.9,10.1,27.1,48,MODERATE
529.9,178.3,174.3,110.0,11.0,7.7,111,4.8,136,31,486.1,64.2,33.7,32.9,3.5,81,CRITICAL
311.7,127.1,53.3,41.0,11.2,24.6,92,3.4,80,33,315.4,39.4,40.8,17.1,11.5,79,HIGH
496.5,179.1,85.9,115.7,6.0,23.6,108,4.6,195,52,425.1,12.0,36.1,17.3,6.0,90,CRITICAL
150.0,75.0,0.0,23.4,26.6,35.1,20,7.5,21,18,142.3,22.9,50.0,0.0,41.1,34,MODERATE
587.5,276.9,139.8,108.2,16.6,0.0,106,5.5,130,10,545.7,38.2,47.1,23.8,2.8,91,CRITICAL
193.5,63.4,12.3,52.1,0.0,24.6,34,5.7,34,26,189.6,-1.0,32.8,6.4,12.7,54,MODERATE
508.9,236.3,131.6,166.8,0.0,14.7,65,7.8,135,64,442.9,26.9,46.4,25.9,2.9,94,CRITICAL
189.5,87.2,60.6,42.3,9.2,17.1,39,4.9,28,3,208.3,-8.8,46.0,32.0,13.9,51,MODERATE
110.0,34.9,27.2,33.5,17.1,27.2,6,18.3,6,0,109.1,-11.0,31.7,24.8,40.3,25,LOW
160.5,45.4,37.3,46.7,35.7,31.7,46,3.5,24,12,136.7,17.0,28.3,23.3,41.9,32,MODERATE
222.8,51.9,37.0,67.2,15.9,5.1,26,8.6,7,16,249.6,-20.3,23.3,16.6,9.4,40,MODERATE
323.0,161.2,113.8,55.4,25.5,3.9,98,3.3,70,15,278.0,11.4,49.9,35.2,9.1,65,HIGH
597.4,130.0,146.6,92.0,12.0,16.5,103,5.8,175,25,552.7,19.0,21.8,24.5,4.8,96,CRITICAL
312.6,166.4,105.9,64.1,12.8,13.9,51,6.1,39,5,288.6,-11.2,53.2,33.9,8.5,74,HIGH
227.7,36.8,49.8,51.1,20.5,13.8,37,6.2,6,25,213.5,31.8,16.2,21.9,15.0,57,MODERATE
199.0,58.1,50.5,52.3,34.4,36.9,20,9.9,25,13,205.5,35.0,29.2,25.4,35.8,43,MODERATE
367.0,153.2,100.8,112.1,28.8,12.1,52,7.1,54,39,347.7,24.2,41.7,27.5,11.2,73,HIGH
67.6,7.3,7.6,27.0,39.3,22.9,7,9.7,6,4,73.2,-22.1,10.8,11.3,92.0,29,LOW
132.2,29.9,19.5,3.2,28.1,37.0,25,5.3,6,1,128.8,0.5,22.6,14.8,49.3,28,LOW
208.9,71.9,26.6,61.4,13.9,18.8,49,4.3,8,0,202.8,6.1,34.4,12.7,15.6,42,MODERATE
303.1,145.7,18.2,123.0,24.8,19.4,90,3.4,67,22,262.0,20.9,48.1,6.0,14.6,76,HIGH
316.1,142.4,71.3,20.6,3.2,30.9,52,6.1,90,6,278.2,32.5,45.1,22.6,10.8,63,HIGH
566.1,262.5,113.0,105.7,15.5,1.4,80,7.1,75,49,531.9,10.0,46.4,20.0,3.0,98,CRITICAL
198.9,99.4,32.1,51.7,44.2,38.9,44,4.5,20,28,177.7,3.2,50.0,16.1,41.7,39,MODERATE
382.2,162.9,88.0,38.0,21.3,8.7,47,8.1,73,31,322.8,9.6,42.6,23.0,7.9,69,HIGH
243.6,55.4,40.2,32.0,44.1,15.2,62,3.9,10,1,243.2,22.1,22.8,16.5,24.3,33,MODERATE
353.5,165.5,76.1,88.8,13.9,23.3,68,5.2,55,17,386.8,15.8,46.8,21.5,10.5,73,HIGH
95.5,35.7,8.3,24.0,5.0,24.9,35,2.7,1,0,86.9,-9.1,37.4,8.7,31.3,29,LOW
152.0,58.4,0.0,27.6,7.2,30.8,42,3.6,25,11,168.7,-20.1,38.4,0.0,25.0,32,MODERATE
354.1,112.9,100.7,41.3,26.6,17.2,59,6.0,62,30,297.6,-8.2,31.9,28.4,12.4,67,HIGH
92.8,24.5,0.0,37.1,25.6,25.3,27,3.4,1,0,100.3,10.2,26.5,0.0,54.9,6,LOW
275.0,165.0,75.7,57.3,0.0,3.1,92,3.0,95,27,267.6,-6.5,60.0,27.5,1.1,75,HIGH
146.4,29.8,19.4,5.6,47.5,15.2,26,5.6,20,5,154.9,-14.7,20.3,13.3,42.8,15,LOW
61.9,24.8,8.0,24.8,48.0,5.0,14,4.4,9,0,56.0,27.5,40.0,12.9,85.6,13,LOW
233.9,65.6,39.9,45.2,14.6,25.4,25,9.4,20,25,231.6,19.8,28.0,17.0,17.1,34,MODERATE
377.4,172.0,34.9,79.4,11.9,28.1,65,5.8,34,17,404.5,28.1,45.6,9.2,10.6,62,HIGH
106.7,20.7,17.8,12.0,38.1,18.5,10,10.7,19,10,108.6,-0.6,19.4,16.7,53.1,14,LOW
148.6,31.3,7.7,15.8,31.8,34.7,32,4.6,3,2,151.4,-16.4,21.1,5.1,44.7,17,LOW
426.0,171.6,73.6,85.9,21.8,28.0,58,7.3,68,22,391.3,-5.0,40.3,17.3,11.7,76,HIGH
180.9,59.6,63.3,13.6,22.9,3.8,43,4.2,7,11,166.0,-30.1,32.9,35.0,14.8,33,MODERATE
583.9,141.7,89.3,133.4,6.8,7.7,65,9.0,156,10,563.9,-11.3,24.3,15.3,2.5,83,CRITICAL
304.6,116.1,74.5,60.2,7.5,22.9,66,4.6,33,5,318.4,5.5,38.1,24.5,10.0,63,HIGH
348.5,175.9,64.4,61.4,33.3,12.7,81,4.3,87,25,285.3,-9.5,50.5,18.5,13.2,63,HIGH
210.1,75.8,19.8,32.6,35.3,53.4,59,3.6,28,13,203.3,30.2,36.1,9.4,42.2,47,MODERATE
361.2,167.0,115.2,35.9,24.1,11.5,74,4.9,73,10,345.4,-1.8,46.2,31.9,9.9,79,HIGH
396.9,136.9,18.8,157.3,16.1,31.1,89,4.5,83,18,389.5,24.3,34.5,4.7,11.9,69,HIGH
388.2,128.8,54.6,43.1,21.1,10.8,82,4.7,71,14,326.5,36.7,33.2,14.1,8.2,64,HIGH
287.3,116.5,26.3,66.8,14.8,13.2,95,3.0,41,18,287.1,25.4,40.6,9.1,9.7,65,HIGH
430.0,253.3,206.0,104.9,0.0,12.1,132,3.3,143,56,393.0,47.8,58.9,47.9,2.8,95,CRITICAL
374.2,132.9,70.0,93.8,21.8,34.0,64,5.8,54,26,331.3,-9.8,35.5,18.7,14.9,73,HIGH
70.9,14.9,21.3,21.0,14.8,32.0,22,3.2,4,10,71.5,-6.8,21.0,30.0,65.9,6,LOW
106.0,18.7,4.5,30.2,23.4,14.1,20,5.3,10,18,97.2,13.8,17.7,4.2,35.4,21,LOW
83.9,33.5,25.2,13.7,18.7,16.6,9,9.3,1,0,79.4,-0.4,40.0,30.0,42.1,14,LOW
326.4,156.0,55.9,51.2,14.2,32.3,65,5.0,38,5,351.1,66.5,47.8,17.1,14.3,67,HIGH
312.0,134.4,15.0,60.7,17.6,5.1,52,6.0,60,23,315.7,-1.6,43.1,4.8,7.3,78,HIGH
430.0,239.5,150.9,115.3,14.0,4.9,66,6.5,125,41,395.7,-5.1,55.7,35.1,4.4,82,CRITICAL
578.6,249.3,169.6,129.2,22.1,15.2,116,5.0,152,64,580.7,54.9,43.1,29.3,6.5,82,CRITICAL
89.9,1.2,12.3,19.9,48.8,31.5,15,6.0,10,3,91.1,1.5,1.4,13.7,89.3,24,LOW
360.9,188.6,96.0,77.9,23.6,21.3,45,8.0,61,22,319.3,28.1,52.3,26.6,12.5,68,HIGH
235.1,84.9,43.3,37.1,43.5,15.0,63,3.7,20,0,259.2,-16.5,36.1,18.4,24.8,32,MODERATE
334.6,182.5,80.8,84.5,12.5,2.4,60,5.6,70,15,359.4,24.4,54.6,24.2,4.4,66,HIGH
222.7,60.7,68.6,13.7,0.0,14.0,50,4.5,9,4,242.0,22.1,27.2,30.8,6.3,55,MODERATE
539.4,183.8,56.8,172.6,17.0,10.3,73,7.4,187,46,535.4,20.4,34.1,10.5,5.1,81,CRITICAL
185.3,35.7,52.3,45.8,43.6,19.2,39,4.8,30,17,207.6,19.4,19.3,28.2,33.9,40,MODERATE
251.4,76.2,49.9,69.5,37.9,38.9,23,10.9,24,10,235.9,35.2,30.3,19.8,30.6,54,MODERATE
342.1,154.0,54.9,85.6,23.8,37.0,62,5.5,61,22,328.6,39.2,45.0,16.0,17.8,64,HIGH
290.5,156.4,116.2,95.4,28.1,9.0,94,3.1,92,11,286.7,7.6,53.9,40.0,12.8,72,HIGH
278.9,144.0,83.9,98.4,23.8,35.6,68,4.1,91,13,279.0,19.3,51.6,30.1,21.3,66,HIGH
286.5,171.9,54.0,56.5,22.9,23.5,78,3.7,100,35,260.1,0.2,60.0,18.9,16.2,77,HIGH
334.1,119.2,80.0,77.4,36.7,40.0,49,6.8,67,21,297.8,17.7,35.7,23.9,23.0,66,HIGH
126.5,32.7,1.8,16.3,43.0,27.2,16,7.9,5,1,119.1,-35.0,25.8,1.5,55.5,20,LOW
121.2,20.1,11.9,21.8,5.0,36.2,23,5.3,5,0,120.6,21.0,16.6,9.8,34.0,15,LOW
275.0,133.0,28.5,51.0,18.3,21.5,71,3.9,86,26,287.9,30.6,48.4,10.4,14.5,71,HIGH
319.1,189.3,119.0,44.4,7.5,18.4,82,3.9,42,22,341.5,5.0,59.3,37.3,8.1,79,HIGH
343.8,158.8,82.7,73.0,41.1,18.7,83,4.1,80,7,322.9,14.3,46.2,24.0,17.4,73,HIGH
69.0,27.6,8.5,27.6,22.5,26.6,12,5.8,9,5,69.0,4.4,40.0,12.3,71.2,20,LOW
191.8,59.8,51.6,66.4,12.8,2.0,33,5.8,34,21,203.7,-11.6,31.2,26.9,7.7,46,MODERATE
390.5,163.9,95.6,49.9,22.6,3.9,93,4.2,30,16,390.5,-2.5,42.0,24.5,6.8,72,HIGH
99.9,39.9,13.3,6.3,18.0,5.3,18,5.5,20,5,102.4,-10.2,40.0,13.3,23.3,18,LOW
126.4,18.6,4.7,14.5,23.6,15.3,18,7.0,1,6,138.3,-2.1,14.7,3.7,30.8,27,LOW
503.3,199.6,128.8,108.6,14.9,8.7,90,5.6,179,30,471.8,43.6,39.7,25.6,4.7,89,CRITICAL
339.3,108.4,34.6,20.0,14.5,14.2,79,4.3,65,15,343.3,15.4,32.0,10.2,8.4,67,HIGH
377.7,110.7,64.6,102.3,2.1,21.3,45,8.4,46,14,367.6,29.3,29.3,17.1,6.2,63,HIGH
243.1,64.4,40.2,51.6,0.0,1.2,34,7.1,15,2,275.1,18.5,26.5,16.5,0.5,32,MODERATE
401.4,143.8,76.2,65.9,10.2,8.5,80,5.0,69,38,414.7,39.4,35.8,19.0,4.7,66,HIGH
426.9,154.1,15.0,103.6,17.2,18.7,76,5.6,30,20,425.3,9.0,36.1,3.5,8.4,75,HIGH
120.0,19.8,19.0,19.7,11.4,23.9,10,12.0,5,10,109.6,3.4,16.5,15.9,29.5,10,LOW
440.1,229.3,84.0,135.5,14.4,3.9,112,3.9,147,42,453.5,17.8,52.1,19.1,4.2,96,CRITICAL
373.5,146.7,85.9,71.2,22.6,23.7,62,6.0,40,22,393.8,44.2,39.3,23.0,12.4,76,HIGH
376.1,186.1,27.9,42.2,23.3,40.0,86,4.4,60,5,319.0,19.8,49.5,7.4,16.8,76,HIGH
241.2,72.9,32.8,63.6,15.6,21.6,39,6.2,7,8,236.1,-32.3,30.2,13.6,15.4,50,MODERATE
104.0,31.5,5.0,9.7,6.9,9.4,5,20.8,3,7,107.6,-17.0,30.3,4.8,15.7,9,LOW
100.5,37.4,30.2,8.6,41.2,19.0,18,5.6,0,0,98.4,-5.6,37.2,30.0,59.8,14,LOW
263.0,60.1,32.8,69.2,28.6,47.4,48,5.5,0,21,251.7,21.4,22.8,12.5,28.9,47,MODERATE
211.9,75.5,13.2,53.2,23.4,28.0,53,4.0,7,9,233.0,2.9,35.6,6.2,24.3,40,MODERATE
381.7,135.9,99.7,113.6,27.7,9.9,49,7.8,36,31,321.4,15.0,35.6,26.1,9.8,62,HIGH
591.9,220.5,111.2,85.0,11.0,1.1,82,7.2,151,25,531.4,50.9,37.3,18.8,2.0,89,CRITICAL
184.3,45.9,30.2,35.2,17.9,52.5,65,2.8,17,12,162.2,1.6,24.9,16.4,38.2,35,MODERATE
561.7,203.6,110.9,118.7,0.0,0.7,94,6.0,118,39,556.1,39.6,36.2,19.7,0.1,86,CRITICAL
320.1,109.6,107.6,49.2,28.0,11.2,48,6.7,77,13,335.0,27.4,34.2,33.6,12.2,76,HIGH
85.5,34.2,10.2,11.5,14.5,15.2,11,7.8,9,2,87.0,13.6,40.0,11.9,34.8,23,LOW
353.9,202.9,80.7,72.0,21.8,5.8,72,4.9,30,11,353.3,20.4,57.3,22.8,7.8,73,HIGH
552.0,214.2,106.7,77.8,28.8,17.6,99,5.6,201,40,559.9,17.2,38.8,19.3,8.4,96,CRITICAL
177.4,51.3,22.3,39.8,7.7,26.3,56,3.2,23,24,179.5,29.0,28.9,12.6,19.2,57,MODERATE
270.0,37.7,38.3,10.0,0.0,26.5,44,6.1,37,15,298.0,2.3,14.0,14.2,9.8,59,MODERATE
206.1,65.3,18.8,57.6,24.4,12.4,37,5.6,24,12,219.7,12.6,31.7,9.1,17.9,50,MODERATE
193.0,81.2,23.2,63.3,48.3,0.0,55,3.5,45,14,187.4,15.8,42.1,12.0,25.0,56,MODERATE
101.8,0.1,14.1,20.2,36.9,31.7,15,6.8,7,4,111.1,-9.2,0.1,13.8,67.4,9,LOW
374.5,122.1,93.2,70.3,8.8,18.6,45,8.3,53,23,354.0,-21.0,32.6,24.9,7.3,70,HIGH
313.2,160.1,86.2,78.6,13.2,23.9,65,4.8,41,30,272.4,25.8,51.1,27.5,11.9,70,HIGH
226.8,54.1,34.8,73.1,58.6,28.9,20,11.3,25,19,239.5,9.0,23.9,15.3,38.6,56,MODERATE
92.3,11.8,11.4,0.0,19.7,18.9,21,4.4,10,10,101.2,4.4,12.8,12.3,41.8,12,LOW
144.4,29.5,13.1,32.4,46.8,14.2,14,10.3,11,5,130.8,10.0,20.5,9.1,42.3,28,LOW
317.5,170.8,91.1,78.4,7.2,12.7,67,4.7,78,5,338.9,5.6,53.8,28.7,6.3,77,HIGH
216.4,69.8,29.5,26.8,48.6,44.7,31,7.0,20,10,242.2,4.4,32.3,13.6,43.1,46,MODERATE
80.3,32.1,18.6,11.7,38.5,23.7,26,3.1,1,8,75.1,9.0,40.0,23.1,77.5,29,LOW
305.7,183.4,67.4,93.1,41.9,10.8,65,4.7,96,26,274.0,2.6,60.0,22.1,17.2,65,HIGH
207.1,56.4,39.7,36.7,46.9,10.4,39,5.3,5,9,223.8,-25.2,27.2,19.2,27.7,53,MODERATE
195.9,71.4,2.2,40.4,64.8,8.7,57,3.4,22,7,213.1,-18.8,36.5,1.1,37.5,46,MODERATE
98.1,26.7,14.2,21.9,29.6,16.8,21,4.7,3,1,104.2,-6.6,27.2,14.4,47.3,8,LOW
323.8,145.6,81.6,20.0,20.2,10.5,89,3.6,110,16,259.3,-19.9,45.0,25.2,9.5,68,HIGH
203.2,78.0,26.8,79.4,10.7,43.8,32,6.4,0,13,194.0,0.4,38.4,13.2,26.8,43,MODERATE
172.0,86.0,0.0,61.7,44.0,18.5,57,3.0,21,12,172.5,11.1,50.0,0.0,36.4,46,MODERATE
189.0,41.0,23.6,12.7,40.2,30.9,48,3.9,10,2,163.2,6.0,21.7,12.5,37.6,51,MODERATE
204.8,42.4,33.8,10.0,35.1,31.8,62,3.3,19,15,188.6,-10.5,20.7,16.5,32.6,44,MODERATE
99.6,23.7,24.8,2.6,36.8,18.1,9,11.1,2,1,109.0,1.8,23.8,24.9,55.1,29,LOW
300.3,108.3,74.0,20.0,12.9,32.1,82,3.7,54,15,268.6,30.5,36.1,24.7,15.0,76,HIGH
516.1,201.7,80.5,126.3,8.2,18.3,113,4.6,144,29,472.4,-22.7,39.1,15.6,5.1,84,CRITICAL
166.9,76.0,13.3,21.9,47.9,7.1,20,8.3,29,9,181.2,1.1,45.5,8.0,32.9,35,MODERATE
75.2,7.8,13.1,20.7,5.0,18.8,20,3.8,8,1,80.8,2.6,10.4,17.4,31.6,28,LOW
227.9,65.7,71.4,40.7,40.4,25.2,25,9.1,15,19,227.8,-2.8,28.8,31.3,28.8,41,MODERATE
335.9,147.1,31.0,68.5,16.3,7.6,66,5.1,54,24,276.7,-1.5,43.8,9.2,7.1,71,HIGH
559.8,171.3,41.0,122.0,3.9,8.2,104,5.4,75,41,483.1,-1.2,30.6,7.3,2.2,89,CRITICAL
330.0,138.7,90.8,60.0,4.0,23.6,71,4.6,71,26,325.3,28.0,42.0,27.5,8.4,71,HIGH
338.3,175.0,58.9,85.6,13.8,13.1,45,7.5,75,23,280.9,27.4,51.7,17.4,7.9,73,HIGH
372.4,127.3,84.3,102.2,21.8,6.0,54,6.9,50,5,313.6,42.8,34.2,22.6,7.5,71,HIGH
128.5,33.8,7.8,9.2,18.9,14.8,26,4.9,5,0,128.4,30.7,26.3,6.0,26.3,23,LOW
250.4,72.5,8.4,10.0,19.2,15.6,53,4.7,21,21,266.0,-18.8,28.9,3.3,13.9,53,MODERATE
103.1,23.4,16.0,27.1,12.7,45.1,11,9.4,5,0,108.3,7.5,22.7,15.5,56.1,7,LOW
64.1,25.2,2.4,25.7,39.8,26.1,18,3.6,12,8,70.1,6.5,39.2,3.7,102.8,27,LOW
372.9,116.7,22.7,78.8,0.0,6.5,94,4.0,93,24,347.6,24.8,31.3,6.1,1.7,68,HIGH
460.8,269.5,140.0,81.7,27.1,1.5,117,3.9,178,33,433.0,8.8,58.5,30.4,6.2,82,CRITICAL
88.1,7.7,21.9,25.8,20.1,39.4,15,5.9,12,0,88.4,-4.5,8.7,24.8,67.6,27,LOW
193.7,67.8,40.3,33.2,51.8,8.2,45,4.3,24,11,207.2,-18.3,35.0,20.8,31.0,53,MODERATE
205.5,42.7,58.4,34.4,19.6,0.0,48,4.3,2,5,189.2,15.6,20.8,28.4,9.6,54,MODERATE
380.4,85.1,68.1,38.5,12.3,0.0,88,4.3,57,11,338.2,25.2,22.4,17.9,3.2,67,HIGH
238.0,37.4,66.5,13.8,13.0,21.1,65,3.7,18,11,214.1,30.8,15.7,27.9,14.3,43,MODERATE
208.9,81.4,34.4,39.3,37.9,34.1,22,9.5,23,30,240.2,-19.0,39.0,16.4,34.5,50,MODERATE
104.7,38.1,31.4,32.3,28.7,32.5,21,5.0,7,5,103.5,-9.8,36.4,30.0,58.5,10,LOW
86.7,28.2,16.4,21.8,15.4,44.4,22,3.9,8,3,80.3,8.9,32.5,18.9,69.0,16,LOW
126.4,29.9,12.7,9.3,37.0,5.0,25,5.1,3,0,134.9,7.7,23.6,10.0,33.2,15,LOW
324.4,148.0,18.8,109.6,0.0,1.6,83,3.9,103,17,320.0,17.0,45.6,5.8,0.5,77,HIGH
209.5,59.6,8.2,37.0,28.5,15.6,50,4.2,33,11,240.4,9.1,28.4,3.9,21.0,39,MODERATE
256.3,40.4,35.2,55.5,5.8,11.2,40,6.4,11,5,240.6,-1.3,15.8,13.7,6.6,56,MODERATE
113.9,22.0,0.0,23.6,25.0,21.7,20,5.7,8,0,120.2,8.2,19.3,0.0,40.9,11,LOW
102.9,9.8,30.9,27.3,18.7,25.2,34,3.0,4,4,96.6,-10.7,9.5,30.0,42.7,10,LOW
533.8,275.0,167.4,112.3,13.7,9.5,98,5.4,96,18,497.3,44.7,51.5,31.4,4.3,88,CRITICAL
211.6,49.1,11.3,62.3,39.0,40.9,30,7.1,44,0,227.2,17.8,23.2,5.3,37.8,33,MODERATE
88.3,11.7,26.5,20.7,25.2,19.7,21,4.2,1,4,82.8,-0.4,13.3,30.0,50.9,19,LOW
43.2,15.7,13.0,16.5,9.5,5.7,35,1.2,0,14,43.3,-1.4,36.3,30.0,35.4,26,LOW
185.2,80.2,31.0,43.4,34.2,29.0,24,7.7,37,12,197.8,1.4,43.3,16.7,34.1,57,MODERATE
294.4,84.6,103.9,72.1,16.8,16.1,50,5.9,73,18,254.9,1.3,28.7,35.3,11.2,68,HIGH
109.2,38.0,18.3,0.0,17.5,34.4,13,8.4,12,3,100.3,-12.5,34.8,16.8,47.5,15,LOW
199.2,27.1,69.7,42.0,45.6,6.4,53,3.8,44,11,190.7,-13.2,13.6,35.0,26.1,45,MODERATE
188.4,53.9,22.2,66.8,22.6,31.9,65,2.9,21,20,212.4,35.1,28.6,11.8,28.9,38,MODERATE
430.0,301.0,109.5,131.6,0.0,15.9,102,4.2,164,49,404.6,61.4,70.0,25.5,3.7,82,CRITICAL
454.8,267.6,90.1,110.0,15.8,7.1,89,5.1,107,10,459.8,47.1,58.8,19.8,5.0,88,CRITICAL
417.0,112.1,33.7,55.1,11.6,23.3,61,6.8,34,28,375.9,-20.7,26.9,8.1,8.4,69,HIGH
227.6,50.9,35.6,27.1,27.3,16.7,56,4.1,45,0,209.0,-29.6,22.3,15.6,19.3,44,MODERATE
532.1,199.9,40.0,167.4,2.2,5.6,94,5.7,123,45,558.1,28.1,37.6,7.5,1.5,81,CRITICAL
227.8,70.2,31.5,70.6,9.2,16.0,31,7.3,18,12,202.4,12.7,30.8,13.8,11.1,41,MODERATE
266.6,45.7,39.3,19.5,30.2,30.8,40,6.7,30,12,248.6,-4.4,17.1,14.7,22.9,32,MODERATE
374.2,151.1,78.4,72.4,22.7,28.0,49,7.6,35,24,344.5,49.7,40.4,20.9,13.5,73,HIGH
190.0,53.3,66.5,49.5,0.2,17.2,43,4.4,44,20,206.0,-11.6,28.1,35.0,9.2,58,MODERATE
357.1,147.9,67.2,68.7,0.0,30.6,67,5.3,36,24,373.6,-0.8,41.4,18.8,8.6,74,HIGH
531.9,255.2,60.8,79.5,19.2,9.5,95,5.6,132,53,482.3,46.1,48.0,11.4,5.4,88,CRITICAL
357.1,155.7,71.6,77.8,16.3,32.2,79,4.5,65,15,367.3,15.4,43.6,20.1,13.6,72,HIGH
336.7,171.2,48.2,51.2,0.0,21.4,71,4.7,80,22,358.5,62.6,50.8,14.3,6.3,72,HIGH
345.1,137.8,102.2,86.4,16.7,35.2,63,5.5,76,18,369.2,53.9,39.9,29.6,15.0,76,HIGH
245.9,73.6,34.2,36.2,34.2,48.7,44,5.6,45,4,220.8,4.6,29.9,13.9,33.7,42,MODERATE
